planner,domain,problem,complexity,search,heuristic,solved,plan_length,time,nodes_expanded,output,plan_actions,plan_cost,search_time,total_time_fd,nodes_generated
PP-ASTAR-FF,blocksworld,BW-4,12,astar,hff,False,,60.0254,,TIMEOUT,[],,,,
PP-GBF-FF,blocksworld,BW-4,12,gbf,hff,True,94.0,30.384,24187.0,"2026-02-13 16:45:40,183 INFO     using search: greedy_best_first_search
2026-02-13 16:45:40,183 INFO     using heuristic: hFFHeuristic
2026-02-13 16:45:40,183 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_BW-4_mjabhplr/domain.pddl
2026-02-13 16:45:40,183 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_BW-4_mjabhplr/problem.pddl
2026-02-13 16:45:40,184 INFO     5 Predicates parsed
2026-02-13 16:45:40,184 INFO     4 Actions parsed
2026-02-13 16:45:40,184 INFO     12 Objects parsed
2026-02-13 16:45:40,184 INFO     0 Constants parsed
2026-02-13 16:45:40,184 INFO     Grounding start: blocks-12-0
2026-02-13 16:45:40,185 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:40,185 INFO     Grounding end: blocks-12-0
2026-02-13 16:45:40,185 INFO     181 Variables created
2026-02-13 16:45:40,185 INFO     312 Operators created
2026-02-13 16:45:40,185 INFO     Search start: blocks-12-0
2026-02-13 16:45:40,186 INFO     Initial h value: 22.000000
2026-02-13 16:46:10,463 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:46:10,463 INFO     24187 Nodes expanded
2026-02-13 16:46:10,478 INFO     Search end: blocks-12-0
2026-02-13 16:46:10,478 INFO     Search time: 2.8e+01
2026-02-13 16:46:10,479 INFO     Plan length: 94
2026-02-13 16:46:10,515 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(unstack h a)', '(put-down h)', '(unstack a g)', '(stack a h)', '(unstack g k)']",,,,
PP-ASTAR-ADD,blocksworld,BW-5,17,astar,hadd,False,,60.0079,,TIMEOUT,[],,,,
PP-ASTAR-FF,blocksworld,BW-5,17,astar,hff,False,,60.0118,,TIMEOUT,[],,,,
PP-GBF-FF,blocksworld,BW-5,17,gbf,hff,True,138.0,15.5348,4667.0,"2026-02-13 16:45:40,669 INFO     using search: greedy_best_first_search
2026-02-13 16:45:40,669 INFO     using heuristic: hFFHeuristic
2026-02-13 16:45:40,669 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_BW-5_55y5ng_f/domain.pddl
2026-02-13 16:45:40,670 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_BW-5_55y5ng_f/problem.pddl
2026-02-13 16:45:40,670 INFO     5 Predicates parsed
2026-02-13 16:45:40,670 INFO     4 Actions parsed
2026-02-13 16:45:40,670 INFO     17 Objects parsed
2026-02-13 16:45:40,670 INFO     0 Constants parsed
2026-02-13 16:45:40,670 INFO     Grounding start: blocks-17-0
2026-02-13 16:45:40,672 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:40,673 INFO     Grounding end: blocks-17-0
2026-02-13 16:45:40,673 INFO     341 Variables created
2026-02-13 16:45:40,673 INFO     612 Operators created
2026-02-13 16:45:40,673 INFO     Search start: blocks-17-0
2026-02-13 16:45:40,674 INFO     Initial h value: 33.000000
2026-02-13 16:45:56,161 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:45:56,161 INFO     4667 Nodes expanded
2026-02-13 16:45:56,164 INFO     Search end: blocks-17-0
2026-02-13 16:45:56,164 INFO     Search time: 1.4e+01
2026-02-13 16:45:56,164 INFO     Plan length: 138
2026-02-13 16:45:56,169 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(unstack q a)', '(put-down q)', '(pick-up p)', '(stack p a)', '(unstack g d)']",,,,
PP-ASTAR-ADD,gripper,GR-1,4,astar,hadd,True,13.0,0.0702,88.0,"2026-02-13 16:45:48,771 INFO     using search: astar_search
2026-02-13 16:45:48,771 INFO     using heuristic: hAddHeuristic
2026-02-13 16:45:48,771 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-ADD_GR-1_ne11_ste/domain.pddl
2026-02-13 16:45:48,771 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-ADD_GR-1_ne11_ste/problem.pddl
2026-02-13 16:45:48,771 INFO     7 Predicates parsed
2026-02-13 16:45:48,771 INFO     3 Actions parsed
2026-02-13 16:45:48,771 INFO     8 Objects parsed
2026-02-13 16:45:48,771 INFO     0 Constants parsed
2026-02-13 16:45:48,771 INFO     Grounding start: strips-gripper-x-1
2026-02-13 16:45:48,772 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:48,772 INFO     Grounding end: strips-gripper-x-1
2026-02-13 16:45:48,772 INFO     20 Variables created
2026-02-13 16:45:48,772 INFO     34 Operators created
2026-02-13 16:45:48,772 INFO     Search start: strips-gripper-x-1
2026-02-13 16:45:48,772 INFO     Initial h value: 12.000000
2026-02-13 16:45:48,781 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:45:48,781 INFO     88 Nodes expanded
2026-02-13 16:45:48,781 INFO     Search end: strips-gripper-x-1
2026-02-13 16:45:48,781 INFO     Search time: 0.0087
2026-02-13 16:45:48,781 INFO     Plan length: 13
2026-02-13 16:45:48,807 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball2 rooma right)', '(move rooma roomb)', '(drop ball2 roomb right)', '(move roomb rooma)', '(pick ball1 rooma right)']",,,,
PP-ASTAR-FF,gripper,GR-1,4,astar,hff,True,11.0,0.0622,82.0,"2026-02-13 16:45:48,604 INFO     using search: astar_search
2026-02-13 16:45:48,604 INFO     using heuristic: hFFHeuristic
2026-02-13 16:45:48,604 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-FF_GR-1_yro6uv6z/domain.pddl
2026-02-13 16:45:48,604 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-FF_GR-1_yro6uv6z/problem.pddl
2026-02-13 16:45:48,604 INFO     7 Predicates parsed
2026-02-13 16:45:48,604 INFO     3 Actions parsed
2026-02-13 16:45:48,604 INFO     8 Objects parsed
2026-02-13 16:45:48,604 INFO     0 Constants parsed
2026-02-13 16:45:48,604 INFO     Grounding start: strips-gripper-x-1
2026-02-13 16:45:48,605 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:48,605 INFO     Grounding end: strips-gripper-x-1
2026-02-13 16:45:48,605 INFO     20 Variables created
2026-02-13 16:45:48,605 INFO     34 Operators created
2026-02-13 16:45:48,605 INFO     Search start: strips-gripper-x-1
2026-02-13 16:45:48,605 INFO     Initial h value: 9.000000
2026-02-13 16:45:48,613 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:45:48,613 INFO     82 Nodes expanded
2026-02-13 16:45:48,613 INFO     Search end: strips-gripper-x-1
2026-02-13 16:45:48,613 INFO     Search time: 0.0074
2026-02-13 16:45:48,613 INFO     Plan length: 11
2026-02-13 16:45:48,621 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball3 rooma left)', '(pick ball4 rooma right)', '(move rooma roomb)', '(drop ball3 roomb left)', '(drop ball4 roomb right)']",,,,
PP-GBF-FF,gripper,GR-1,4,gbf,hff,True,13.0,0.1126,26.0,"2026-02-13 16:45:48,694 INFO     using search: greedy_best_first_search
2026-02-13 16:45:48,694 INFO     using heuristic: hFFHeuristic
2026-02-13 16:45:48,694 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-1_th58gdyt/domain.pddl
2026-02-13 16:45:48,694 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-1_th58gdyt/problem.pddl
2026-02-13 16:45:48,694 INFO     7 Predicates parsed
2026-02-13 16:45:48,694 INFO     3 Actions parsed
2026-02-13 16:45:48,694 INFO     8 Objects parsed
2026-02-13 16:45:48,694 INFO     0 Constants parsed
2026-02-13 16:45:48,694 INFO     Grounding start: strips-gripper-x-1
2026-02-13 16:45:48,695 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:48,695 INFO     Grounding end: strips-gripper-x-1
2026-02-13 16:45:48,695 INFO     20 Variables created
2026-02-13 16:45:48,695 INFO     34 Operators created
2026-02-13 16:45:48,695 INFO     Search start: strips-gripper-x-1
2026-02-13 16:45:48,695 INFO     Initial h value: 9.000000
2026-02-13 16:45:48,698 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:45:48,698 INFO     26 Nodes expanded
2026-02-13 16:45:48,698 INFO     Search end: strips-gripper-x-1
2026-02-13 16:45:48,698 INFO     Search time: 0.003
2026-02-13 16:45:48,698 INFO     Plan length: 13
2026-02-13 16:45:48,736 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball1 rooma right)', '(move rooma roomb)', '(drop ball1 roomb right)', '(move roomb rooma)', '(pick ball3 rooma right)']",,,,
PP-ASTAR-ADD,gripper,GR-2,10,astar,hadd,True,37.0,10.2399,22069.0,"2026-02-13 16:45:56,388 INFO     using search: astar_search
2026-02-13 16:45:56,388 INFO     using heuristic: hAddHeuristic
2026-02-13 16:45:56,388 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-ADD_GR-2_7k95f4oq/domain.pddl
2026-02-13 16:45:56,388 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-ADD_GR-2_7k95f4oq/problem.pddl
2026-02-13 16:45:56,388 INFO     7 Predicates parsed
2026-02-13 16:45:56,388 INFO     3 Actions parsed
2026-02-13 16:45:56,388 INFO     14 Objects parsed
2026-02-13 16:45:56,388 INFO     0 Constants parsed
2026-02-13 16:45:56,388 INFO     Grounding start: strips-gripper-x-4
2026-02-13 16:45:56,390 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:56,390 INFO     Grounding end: strips-gripper-x-4
2026-02-13 16:45:56,390 INFO     44 Variables created
2026-02-13 16:45:56,390 INFO     82 Operators created
2026-02-13 16:45:56,390 INFO     Search start: strips-gripper-x-4
2026-02-13 16:45:56,390 INFO     Initial h value: 30.000000
2026-02-13 16:46:06,561 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:46:06,561 INFO     22069 Nodes expanded
2026-02-13 16:46:06,575 INFO     Search end: strips-gripper-x-4
2026-02-13 16:46:06,575 INFO     Search time: 9.2
2026-02-13 16:46:06,575 INFO     Plan length: 37
2026-02-13 16:46:06,590 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball7 rooma left)', '(move rooma roomb)', '(drop ball7 roomb left)', '(move roomb rooma)', '(pick ball4 rooma left)']",,,,
PP-ASTAR-FF,gripper,GR-2,10,astar,hff,True,29.0,19.6899,65687.0,"2026-02-13 16:45:48,851 INFO     using search: astar_search
2026-02-13 16:45:48,851 INFO     using heuristic: hFFHeuristic
2026-02-13 16:45:48,851 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-FF_GR-2_ei2zowmi/domain.pddl
2026-02-13 16:45:48,851 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-ASTAR-FF_GR-2_ei2zowmi/problem.pddl
2026-02-13 16:45:48,852 INFO     7 Predicates parsed
2026-02-13 16:45:48,852 INFO     3 Actions parsed
2026-02-13 16:45:48,852 INFO     14 Objects parsed
2026-02-13 16:45:48,852 INFO     0 Constants parsed
2026-02-13 16:45:48,852 INFO     Grounding start: strips-gripper-x-4
2026-02-13 16:45:48,853 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:48,853 INFO     Grounding end: strips-gripper-x-4
2026-02-13 16:45:48,853 INFO     44 Variables created
2026-02-13 16:45:48,853 INFO     82 Operators created
2026-02-13 16:45:48,854 INFO     Search start: strips-gripper-x-4
2026-02-13 16:45:48,855 INFO     Initial h value: 21.000000
2026-02-13 16:46:08,463 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:46:08,463 INFO     65687 Nodes expanded
2026-02-13 16:46:08,470 INFO     Search end: strips-gripper-x-4
2026-02-13 16:46:08,470 INFO     Search time: 1.8e+01
2026-02-13 16:46:08,470 INFO     Plan length: 29
2026-02-13 16:46:08,493 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball2 rooma right)', '(pick ball7 rooma left)', '(move rooma roomb)', '(drop ball2 roomb right)', '(drop ball7 roomb left)']",,,,
PP-GBF-FF,gripper,GR-2,10,gbf,hff,True,37.0,0.1752,134.0,"2026-02-13 16:45:56,214 INFO     using search: greedy_best_first_search
2026-02-13 16:45:56,214 INFO     using heuristic: hFFHeuristic
2026-02-13 16:45:56,214 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-2_rq35penx/domain.pddl
2026-02-13 16:45:56,214 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-2_rq35penx/problem.pddl
2026-02-13 16:45:56,214 INFO     7 Predicates parsed
2026-02-13 16:45:56,214 INFO     3 Actions parsed
2026-02-13 16:45:56,214 INFO     14 Objects parsed
2026-02-13 16:45:56,214 INFO     0 Constants parsed
2026-02-13 16:45:56,214 INFO     Grounding start: strips-gripper-x-4
2026-02-13 16:45:56,216 INFO     Relevance analysis removed 0 facts
2026-02-13 16:45:56,216 INFO     Grounding end: strips-gripper-x-4
2026-02-13 16:45:56,216 INFO     44 Variables created
2026-02-13 16:45:56,216 INFO     82 Operators created
2026-02-13 16:45:56,216 INFO     Search start: strips-gripper-x-4
2026-02-13 16:45:56,216 INFO     Initial h value: 21.000000
2026-02-13 16:45:56,291 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:45:56,291 INFO     134 Nodes expanded
2026-02-13 16:45:56,292 INFO     Search end: strips-gripper-x-4
2026-02-13 16:45:56,292 INFO     Search time: 0.067
2026-02-13 16:45:56,292 INFO     Plan length: 37
2026-02-13 16:45:56,344 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball3 rooma left)', '(move rooma roomb)', '(drop ball3 roomb left)', '(move roomb rooma)', '(pick ball4 rooma left)']",,,,
PP-ASTAR-ADD,gripper,GR-3,16,astar,hadd,False,,60.0207,,TIMEOUT,[],,,,
PP-ASTAR-FF,gripper,GR-3,16,astar,hff,False,,60.0457,,TIMEOUT,[],,,,
PP-GBF-FF,gripper,GR-3,16,gbf,hff,True,61.0,0.4579,314.0,"2026-02-13 16:46:08,538 INFO     using search: greedy_best_first_search
2026-02-13 16:46:08,538 INFO     using heuristic: hFFHeuristic
2026-02-13 16:46:08,538 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-3_sx5bqigj/domain.pddl
2026-02-13 16:46:08,538 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-3_sx5bqigj/problem.pddl
2026-02-13 16:46:08,538 INFO     7 Predicates parsed
2026-02-13 16:46:08,538 INFO     3 Actions parsed
2026-02-13 16:46:08,538 INFO     20 Objects parsed
2026-02-13 16:46:08,538 INFO     0 Constants parsed
2026-02-13 16:46:08,538 INFO     Grounding start: strips-gripper-x-7
2026-02-13 16:46:08,540 INFO     Relevance analysis removed 0 facts
2026-02-13 16:46:08,541 INFO     Grounding end: strips-gripper-x-7
2026-02-13 16:46:08,541 INFO     68 Variables created
2026-02-13 16:46:08,541 INFO     130 Operators created
2026-02-13 16:46:08,541 INFO     Search start: strips-gripper-x-7
2026-02-13 16:46:08,541 INFO     Initial h value: 33.000000
2026-02-13 16:46:08,943 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:46:08,943 INFO     314 Nodes expanded
2026-02-13 16:46:08,944 INFO     Search end: strips-gripper-x-7
2026-02-13 16:46:08,944 INFO     Search time: 0.38
2026-02-13 16:46:08,944 INFO     Plan length: 61
2026-02-13 16:46:08,958 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball1 rooma right)', '(move rooma roomb)', '(drop ball1 roomb right)', '(move roomb rooma)', '(pick ball3 rooma right)']",,,,
PP-ASTAR-ADD,gripper,GR-4,22,astar,hadd,False,,60.0164,,TIMEOUT,[],,,,
PP-ASTAR-FF,gripper,GR-4,22,astar,hff,False,,60.0275,,TIMEOUT,[],,,,
PP-GBF-FF,gripper,GR-4,22,gbf,hff,True,85.0,1.4244,566.0,"2026-02-13 16:46:40,196 INFO     using search: greedy_best_first_search
2026-02-13 16:46:40,196 INFO     using heuristic: hFFHeuristic
2026-02-13 16:46:40,196 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-4_il93wh03/domain.pddl
2026-02-13 16:46:40,197 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-4_il93wh03/problem.pddl
2026-02-13 16:46:40,197 INFO     7 Predicates parsed
2026-02-13 16:46:40,197 INFO     3 Actions parsed
2026-02-13 16:46:40,197 INFO     26 Objects parsed
2026-02-13 16:46:40,197 INFO     0 Constants parsed
2026-02-13 16:46:40,197 INFO     Grounding start: strips-gripper-x-10
2026-02-13 16:46:40,200 INFO     Relevance analysis removed 0 facts
2026-02-13 16:46:40,200 INFO     Grounding end: strips-gripper-x-10
2026-02-13 16:46:40,200 INFO     92 Variables created
2026-02-13 16:46:40,200 INFO     178 Operators created
2026-02-13 16:46:40,200 INFO     Search start: strips-gripper-x-10
2026-02-13 16:46:40,200 INFO     Initial h value: 45.000000
2026-02-13 16:46:41,569 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:46:41,569 INFO     566 Nodes expanded
2026-02-13 16:46:41,570 INFO     Search end: strips-gripper-x-10
2026-02-13 16:46:41,570 INFO     Search time: 1.2
2026-02-13 16:46:41,570 INFO     Plan length: 85
2026-02-13 16:46:41,575 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball10 rooma left)', '(move rooma roomb)', '(drop ball10 roomb left)', '(move roomb rooma)', '(pick ball12 rooma left)']",,,,
PP-ASTAR-ADD,gripper,GR-5,30,astar,hadd,False,,60.0152,,TIMEOUT,[],,,,
PP-ASTAR-FF,gripper,GR-5,30,astar,hff,False,,60.0129,,TIMEOUT,[],,,,
PP-GBF-FF,gripper,GR-5,30,gbf,hff,True,117.0,4.7495,1014.0,"2026-02-13 16:46:41,622 INFO     using search: greedy_best_first_search
2026-02-13 16:46:41,622 INFO     using heuristic: hFFHeuristic
2026-02-13 16:46:41,622 INFO     Parsing Domain /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-5_3ou0ger9/domain.pddl
2026-02-13 16:46:41,622 INFO     Parsing Problem /var/folders/jg/8lj0__cx69s42_74bth8bf5m0000gn/T/pp_PP-GBF-FF_GR-5_3ou0ger9/problem.pddl
2026-02-13 16:46:41,623 INFO     7 Predicates parsed
2026-02-13 16:46:41,623 INFO     3 Actions parsed
2026-02-13 16:46:41,623 INFO     34 Objects parsed
2026-02-13 16:46:41,623 INFO     0 Constants parsed
2026-02-13 16:46:41,623 INFO     Grounding start: strips-gripper-x-14
2026-02-13 16:46:41,627 INFO     Relevance analysis removed 0 facts
2026-02-13 16:46:41,627 INFO     Grounding end: strips-gripper-x-14
2026-02-13 16:46:41,627 INFO     124 Variables created
2026-02-13 16:46:41,627 INFO     242 Operators created
2026-02-13 16:46:41,627 INFO     Search start: strips-gripper-x-14
2026-02-13 16:46:41,627 INFO     Initial h value: 61.000000
2026-02-13 16:46:46,249 INFO     Goal reached. Start extraction of solution.
2026-02-13 16:46:46,249 INFO     1014 Nodes expanded
2026-02-13 16:46:46,252 INFO     Search end: strips-gripper-x-14
2026-02-13 16:46:46,252 INFO     Search time: 4.3
2026-02-13 16:46:46,252 INFO     Plan length: 117
2026-02-13 16:46:46,322 INFO     validate could not be found on the PATH so the plan can not be validated.

","['(pick ball1 rooma left)', '(move rooma roomb)', '(drop ball1 roomb left)', '(move roomb rooma)', '(pick ball19 rooma left)']",,,,
FD-ASTAR-LM,blocksworld,BW-1,5,,,True,12.0,3.3243,21.0,"INFO     planner time limit: None
INFO     planner memory limit: None

INFO     Running translator.
INFO     translator stdin: None
INFO     translator time limit: None
INFO     translator memory limit: None
INFO     translator command line string: /usr/bin/python3 /workspace/downward/builds/release/bin/translate/translate.py /data/blocksworld/domain.pddl /data/blocksworld/instances/instance-4.pddl --sas-file output.sas
Parsing...
Parsing: [0.000s CPU, 0.012s wall-clock]
Normalizing task... [0.000s CPU, 0.000s wall-clock]
Instantiating...
Generating Datalog program... [0.000s CPU, 0.003s wall-clock]
Normalizing Datalog program...
Normalizing Datalog program: [0.000s CPU, 0.010s wall-clock]
Preparing model... [0.000s CPU, 0.000s wall-clock]
Generated 21 rules.
Computing model... [0.000s CPU, 0.001s wall-clock]
117 relevant atoms
75 auxiliary atoms
192 final queue length
304 total queue pushes
Completing instantiation... [0.000s CPU, 0.002s wall-clock]
Instantiating: [0.000s CPU, 0.017s wall-clock]
Computing fact groups...
Finding invariants...
10 initial candidates
Finding invariants: [0.010s CPU, 0.003s wall-clock]
Checking invariant weight... [0.000s CPU, 0.000s wall-clock]
Instantiating groups... [0.000s CPU, 0.000s wall-clock]
Collecting mutex groups... [0.000s CPU, 0.000s wall-clock]
Choosing groups...
6 uncovered facts
Choosing groups: [0.000s CPU, 0.000s wall-clock]
Building translation key... [0.000s CPU, 0.000s wall-clock]
Computing fact groups: [0.010s CPU, 0.004s wall-clock]
Building STRIPS to SAS dictionary... [0.000s CPU, 0.000s wall-clock]
Building dictionary for full mutex groups... [0.000s CPU, 0.000s wall-clock]
Building mutex information...
Building mutex information: [0.000s CPU, 0.000s wall-clock]
Translating task...
Processing axioms...
Simplifying axioms... [0.000s CPU, 0.000s wall-clock]
Translator axioms removed by simplifying: 0
Processing axioms: [0.000s CPU, 0.000s wall-clock]
Translating task: [0.000s CPU, 0.004s wall-clock]
70 effect cond",,12.0,0.008963,0.094085,52.0
FD-GBFS-FF,blocksworld,BW-1,5,,,True,12.0,3.4753,17.0,"INFO     planner time limit: None
INFO     planner memory limit: None

INFO     Running translator.
INFO     translator stdin: None
INFO     translator time limit: None
INFO     translator memory limit: None
INFO     translator command line string: /usr/bin/python3 /workspace/downward/builds/release/bin/translate/translate.py /data/blocksworld/domain.pddl /data/blocksworld/instances/instance-4.pddl --sas-file output.sas
Parsing...
Parsing: [0.000s CPU, 0.013s wall-clock]
Normalizing task... [0.000s CPU, 0.000s wall-clock]
Instantiating...
Generating Datalog program... [0.000s CPU, 0.000s wall-clock]
Normalizing Datalog program...
Normalizing Datalog program: [0.000s CPU, 0.004s wall-clock]
Preparing model... [0.000s CPU, 0.000s wall-clock]
Generated 21 rules.
Computing model... [0.000s CPU, 0.002s wall-clock]
117 relevant atoms
75 auxiliary atoms
192 final queue length
304 total queue pushes
Completing instantiation... [0.000s CPU, 0.004s wall-clock]
Instantiating: [0.000s CPU, 0.010s wall-clock]
Computing fact groups...
Finding invariants...
10 initial candidates
Finding invariants: [0.010s CPU, 0.004s wall-clock]
Checking invariant weight... [0.000s CPU, 0.001s wall-clock]
Instantiating groups... [0.000s CPU, 0.000s wall-clock]
Collecting mutex groups... [0.000s CPU, 0.000s wall-clock]
Choosing groups...
6 uncovered facts
Choosing groups: [0.000s CPU, 0.000s wall-clock]
Building translation key... [0.000s CPU, 0.000s wall-clock]
Computing fact groups: [0.010s CPU, 0.009s wall-clock]
Building STRIPS to SAS dictionary... [0.000s CPU, 0.000s wall-clock]
Building dictionary for full mutex groups... [0.000s CPU, 0.000s wall-clock]
Building mutex information...
Building mutex information: [0.000s CPU, 0.000s wall-clock]
Translating task...
Processing axioms...
Simplifying axioms... [0.000s CPU, 0.000s wall-clock]
Translator axioms removed by simplifying: 0
Processing axioms: [0.000s CPU, 0.000s wall-clock]
Translating task: [0.000s CPU, 0.002s wall-clock]
70 effect cond",,12.0,0.005504,0.084411,43.0
FD-LAMA,blocksworld,BW-1,5,,,True,12.0,2.7474,16.0,"INFO     planner time limit: None
INFO     planner memory limit: None

INFO     Running translator.
INFO     translator stdin: None
INFO     translator time limit: None
INFO     translator memory limit: None
INFO     translator command line string: /usr/bin/python3 /workspace/downward/builds/release/bin/translate/translate.py /data/blocksworld/domain.pddl /data/blocksworld/instances/instance-4.pddl --sas-file output.sas
Parsing...
Parsing: [0.000s CPU, 0.010s wall-clock]
Normalizing task... [0.000s CPU, 0.000s wall-clock]
Instantiating...
Generating Datalog program... [0.000s CPU, 0.000s wall-clock]
Normalizing Datalog program...
Normalizing Datalog program: [0.000s CPU, 0.011s wall-clock]
Preparing model... [0.000s CPU, 0.000s wall-clock]
Generated 21 rules.
Computing model... [0.000s CPU, 0.001s wall-clock]
117 relevant atoms
75 auxiliary atoms
192 final queue length
304 total queue pushes
Completing instantiation... [0.000s CPU, 0.001s wall-clock]
Instantiating: [0.000s CPU, 0.013s wall-clock]
Computing fact groups...
Finding invariants...
10 initial candidates
Finding invariants: [0.000s CPU, 0.002s wall-clock]
Checking invariant weight... [0.000s CPU, 0.000s wall-clock]
Instantiating groups... [0.000s CPU, 0.000s wall-clock]
Collecting mutex groups... [0.000s CPU, 0.000s wall-clock]
Choosing groups...
6 uncovered facts
Choosing groups: [0.010s CPU, 0.002s wall-clock]
Building translation key... [0.000s CPU, 0.000s wall-clock]
Computing fact groups: [0.010s CPU, 0.005s wall-clock]
Building STRIPS to SAS dictionary... [0.000s CPU, 0.000s wall-clock]
Building dictionary for full mutex groups... [0.000s CPU, 0.000s wall-clock]
Building mutex information...
Building mutex information: [0.000s CPU, 0.000s wall-clock]
Translating task...
Processing axioms...
Simplifying axioms... [0.000s CPU, 0.000s wall-clock]
Translator axioms removed by simplifying: 0
Processing axioms: [0.000s CPU, 0.000s wall-clock]
Translating task: [0.000s CPU, 0.002s wall-clock]
70 effect cond",,12.0,0.005642,0.082793,44.0
